instance_date,area_name_en,project_en,property_type_en,rooms_en,reg_type_en,procedure_area,actual_worth,transaction_number
2026-02-23,DUBAI CREEK HARBOUR,Montiva,Apartment,1 B/R,Off-Plan,84.97,2326888,102-19160-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.6,2892431,102-19161-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.44,2712888,102-19162-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3283888,102-19163-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.02,2843888,102-19164-2026
2026-02-23,DUBAI CREEK HARBOUR,Altan,Apartment,3 B/R,Off-Plan,171.7,4156888,102-19165-2026
2026-02-23,DUBAI CREEK HARBOUR,Montiva,Apartment,1 B/R,Off-Plan,84.97,2322888,102-19167-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Waters,Apartment,1 B/R,Off-Plan,70,1751888,102-19199-2026
2026-02-23,DUBAI CREEK HARBOUR,Silva,Apartment,2 B/R,Off-Plan,133.78,3254888,102-19233-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,4216888,102-19396-2026
2026-02-23,EMAAR SOUTH,Golf Point,Apartment,1 B/R,Off-Plan,62.68,1110888,102-19426-2026
2026-02-23,DUBAI CREEK HARBOUR,The Cove ll,Apartment,3 B/R,Off-Plan,169.8,4215000,102-19468-2026
2026-02-23,EMAAR SOUTH,Golf Dale,Apartment,3 B/R,Off-Plan,236.12,4681888,102-19589-2026
2026-02-24,DUBAI CREEK HARBOUR,Creek Waters 2,Apartment,1 B/R,Off-Plan,70.33,1766049,102-20122-2026
2026-02-25,DUBAI CREEK HARBOUR,Silva,Apartment,3 B/R,Off-Plan,302.24,6312888,102-20322-2026
2026-02-25,EMAAR SOUTH,Golf Hills,Apartment,3 B/R,Off-Plan,161.55,2998888,102-20324-2026
2026-02-25,DUBAI CREEK HARBOUR,Creek Waters,Apartment,2 B/R,Off-Plan,112.49,2525000,102-20370-2026
2026-02-25,EMAAR SOUTH,Greenridge,Villa,3 B/R,Off-Plan,172.52,3050888,102-20473-2026
2026-02-26,DUBAI CREEK HARBOUR,The Cove ll,Apartment,3 B/R,Off-Plan,169.8,4417888,102-20723-2026
2026-02-26,DUBAI CREEK HARBOUR,Creek Waters,Apartment,2 B/R,Off-Plan,105.02,3450000,102-20729-2026
2026-02-26,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,115.28,3682888,102-20798-2026
2026-02-26,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1966888,102-20818-2026
2026-02-26,DUBAI CREEK HARBOUR,Creek Waters,Apartment,1 B/R,Off-Plan,72.12,1800000,102-20822-2026
2026-02-26,EMAAR SOUTH,Vista Ridge,Apartment,2 B/R,Off-Plan,128.48,2015888,102-20832-2026
2026-02-26,EMAAR SOUTH,Vista Ridge,Apartment,1 B/R,Off-Plan,73.78,1301888,102-21025-2026
2026-02-27,EMAAR SOUTH,Vista Ridge,Apartment,1 B/R,Off-Plan,73.73,1298888,102-21195-2026
2026-02-27,EMAAR SOUTH,Vista Ridge,Apartment,1 B/R,Off-Plan,73.21,1290888,102-21197-2026
2026-02-27,EMAAR SOUTH,Vista Ridge,Apartment,1 B/R,Off-Plan,73.76,1285888,102-21200-2026
2026-02-27,EMAAR SOUTH,Grove Ridge,Apartment,2 B/R,Off-Plan,127.78,2018888,102-21207-2026
2026-02-27,DUBAI CREEK HARBOUR,Creek Waters 2,Apartment,1 B/R,Off-Plan,70.1,1800000,102-21273-2026
2026-02-27,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.02,3425888,102-21298-2026
2026-02-27,DUBAI CREEK HARBOUR,Altan,Apartment,3 B/R,Off-Plan,171.7,4204888,102-21320-2026
2026-02-02,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,2 B/R,Ready,105.92,2450000,11-4588-2026
2026-02-02,DUBAI CREEK HARBOUR,Creek Beach - Sunset,Apartment,1 B/R,Ready,101.57,2000000,11-4607-2026
2026-02-02,EMAAR SOUTH,URBANA III,Apartment,2 B/R,Ready,158.98,1740000,11-4639-2026
2026-02-02,DUBAI CREEK HARBOUR,Creek Palace,Apartment,2 B/R,Ready,102.56,3630000,11-4652-2026
2026-02-02,DUBAI CREEK HARBOUR,The Cove,Apartment,2 B/R,Ready,122.02,2900000,11-4663-2026
2026-02-02,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,1 B/R,Ready,91.13,2125000,11-4725-2026
2026-02-02,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,118.25,3080000,11-4742-2026
2026-02-03,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,1 B/R,Ready,59.63,1680000,11-4827-2026
2026-02-03,DUBAI CREEK HARBOUR,Island Park II,Apartment,3 B/R,Ready,149.41,4250000,11-4863-2026
2026-02-03,DUBAI CREEK HARBOUR,The Grand,Apartment,4 B/R,Ready,293.63,10000000,11-4885-2026
2026-02-03,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,1 B/R,Ready,76.73,1800000,11-4904-2026
2026-02-03,EMAAR SOUTH,Parkside 3,Villa,3 B/R,Ready,147.51,2300000,11-4944-2026
2026-02-03,EMAAR SOUTH,Golf Views,Apartment,2 B/R,Ready,92.38,1475000,11-4957-2026
2026-02-03,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,1 B/R,Ready,78.71,1850000,11-4965-2026
2026-02-04,DUBAI CREEK HARBOUR,CREEK EDGE,Apartment,2 B/R,Ready,96.75,3030000,11-4987-2026
2026-02-04,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,1 B/R,Ready,59.8,1750000,11-5001-2026
2026-02-04,DUBAI CREEK HARBOUR,Creek Beach - Grove,Apartment,1 B/R,Ready,66.52,1635000,11-5017-2026
2026-02-04,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,2 B/R,Ready,104.33,2520000,11-5029-2026
2026-02-04,EMAAR SOUTH,Parkside 2,Villa,3 B/R,Ready,137.76,2400000,11-5037-2026
2026-02-04,DUBAI CREEK HARBOUR,Creek Beach - Breeze,Apartment,2 B/R,Ready,97.51,2550000,11-5064-2026
2026-02-04,DUBAI CREEK HARBOUR,CREEK CRESCENT,Apartment,2 B/R,Ready,97.87,3000000,11-5071-2026
2026-02-04,EMAAR SOUTH,URBANA,Apartment,2 B/R,Ready,120.95,1580000,11-5110-2026
2026-02-04,DUBAI CREEK HARBOUR,CREEKSIDE 18,Apartment,2 B/R,Ready,104.66,2650000,11-5114-2026
2026-02-05,DUBAI CREEK HARBOUR,Island Park I,Apartment,1 B/R,Ready,67.64,1770000,11-5160-2026
2026-02-05,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,1 B/R,Ready,65.88,1700000,11-5210-2026
2026-02-05,EMAAR SOUTH,Parkside 3,Villa,4 B/R,Ready,256.45,2900000,11-5231-2026
2026-02-05,DUBAI CREEK HARBOUR,The Grand,Apartment,1 B/R,Ready,74.7,2275000,11-5233-2026
2026-02-05,DUBAI CREEK HARBOUR,Creek Gate,Apartment,3 B/R,Ready,137.49,3200000,11-5272-2026
2026-02-05,DUBAI CREEK HARBOUR,Creek Palace,Apartment,3 B/R,Ready,153.71,5600000,11-5288-2026
2026-02-05,DUBAI CREEK HARBOUR,The Cove,Apartment,1 B/R,Ready,67.26,1750000,11-5306-2026
2026-02-05,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,1 B/R,Ready,66.27,1600000,11-5359-2026
2026-02-05,DUBAI CREEK HARBOUR,CREEK CRESCENT,Apartment,3 B/R,Ready,146.62,4100000,11-5422-2026
2026-02-06,EMAAR SOUTH,Greenview,Villa,4 B/R,Ready,443.91,3800000,11-5459-2026
2026-02-06,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,3 B/R,Ready,214.55,6550000,11-5465-2026
2026-02-06,EMAAR SOUTH,URBANA III,Apartment,2 B/R,Ready,151.08,1810000,11-5482-2026
2026-02-06,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,1 B/R,Ready,65.88,1780000,11-5542-2026
2026-02-06,DUBAI CREEK HARBOUR,Island Park I,Apartment,1 B/R,Ready,68.26,1840000,11-5554-2026
2026-02-06,DUBAI CREEK HARBOUR,Creek Beach - Grove,Apartment,2 B/R,Ready,103.63,6970000,11-5603-2026
2026-02-06,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,2 B/R,Ready,102.63,2380000,11-5606-2026
2026-02-07,DUBAI CREEK HARBOUR,Island Park I,Apartment,2 B/R,Ready,104.68,2600000,11-5678-2026
2026-02-07,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,3 B/R,Ready,179.36,4990000,11-5692-2026
2026-02-09,DUBAI CREEK HARBOUR,Creek Beach - Sunset,Apartment,2 B/R,Ready,113.25,3060000,11-5727-2026
2026-02-09,DUBAI CREEK HARBOUR,Creek Beach - Surf,Apartment,1 B/R,Ready,64.4,1640000,11-5747-2026
2026-02-09,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,2 B/R,Ready,109.61,2600000,11-5782-2026
2026-02-09,DUBAI CREEK HARBOUR,Creek Beach - Orchid,Apartment,3 B/R,Ready,153.2,3230000,11-5802-2026
2026-02-09,DUBAI CREEK HARBOUR,Island Park I,Apartment,3 B/R,Ready,152.67,4150000,11-5826-2026
2026-02-09,EMAAR SOUTH,Parkside,Villa,3 B/R,Ready,129.56,2250000,11-5977-2026
2026-02-09,DUBAI CREEK HARBOUR,Creek Beach - Summer,Apartment,1 B/R,Ready,66.55,1740000,11-5983-2026
2026-02-09,DUBAI CREEK HARBOUR,CREEK CRESCENT,Apartment,1 B/R,Ready,61.68,1670000,11-5994-2026
2026-02-09,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,2 B/R,Ready,103.01,1540888,11-6022-2026
2026-02-10,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,2 B/R,Ready,105.92,1748888,11-6033-2026
2026-02-10,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,1 B/R,Ready,67.03,1610000,11-6067-2026
2026-02-10,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,3 B/R,Ready,162.37,3425000,11-6091-2026
2026-02-10,DUBAI CREEK HARBOUR,CREEKSIDE 18,Apartment,2 B/R,Ready,106.14,2500000,11-6094-2026
2026-02-11,DUBAI CREEK HARBOUR,Creek Beach - Breeze,Apartment,1 B/R,Ready,66.58,1770000,11-6155-2026
2026-02-10,DUBAI CREEK HARBOUR,Island Park I,Apartment,1 B/R,Ready,67.88,1850000,11-6166-2026
2026-02-10,DUBAI CREEK HARBOUR,Creek Beach - Orchid,Apartment,1 B/R,Ready,64.08,1650000,11-6187-2026
2026-02-10,DUBAI CREEK HARBOUR,The Grand,Apartment,1 B/R,Ready,74.78,2350000,11-6209-2026
2026-02-11,DUBAI CREEK HARBOUR,Creek Beach - Lotus,Apartment,2 B/R,Ready,107.06,2460000,11-6271-2026
2026-02-11,DUBAI CREEK HARBOUR,Creek Palace,Apartment,2 B/R,Ready,97.73,3140000,11-6273-2026
2026-02-11,DUBAI CREEK HARBOUR,Palace Residences - Dubai Creek Harbour,Apartment,2 B/R,Ready,102.05,3000000,11-6279-2026
2026-02-17,EMAAR SOUTH,Parkside,Villa,3 B/R,Ready,129.89,2150000,11-6313-2026
2026-02-11,DUBAI CREEK HARBOUR,Creek Beach - Grove,Apartment,3 B/R,Ready,149.48,3375000,11-6370-2026
2026-02-12,DUBAI CREEK HARBOUR,Creek Gate,Apartment,1 B/R,Ready,66.91,1700000,11-6380-2026
2026-02-11,EMAAR SOUTH,Parkside,Villa,3 B/R,Ready,132.58,2300000,11-6383-2026
2026-02-12,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,94.82,2330000,11-6559-2026
2026-02-12,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,120.13,3250000,11-6574-2026
2026-02-12,DUBAI CREEK HARBOUR,CREEK HORIZON,Apartment,2 B/R,Ready,112.74,2800000,11-6584-2026
2026-02-12,DUBAI CREEK HARBOUR,CREEK HORIZON,Apartment,1 B/R,Ready,71.26,1800000,11-6590-2026
2026-02-12,DUBAI CREEK HARBOUR,Island Park I,Apartment,1 B/R,Ready,67.8,1800000,11-6606-2026
2026-02-12,DUBAI CREEK HARBOUR,Creek Beach - Summer,Apartment,1 B/R,Ready,62.15,1500000,11-6650-2026
2026-02-12,DUBAI CREEK HARBOUR,CREEK HORIZON,Apartment,2 B/R,Ready,112.55,2680000,11-6670-2026
2026-02-12,EMAAR SOUTH,URBANA,Apartment,2 B/R,Ready,120.95,1575000,11-6697-2026
2026-02-12,DUBAI CREEK HARBOUR,CREEKSIDE 18,Apartment,2 B/R,Ready,104.56,2750000,11-6706-2026
2026-02-12,EMAAR SOUTH,Parkside 3,Villa,4 B/R,Ready,257.3,3100000,11-6715-2026
2026-02-13,DUBAI CREEK HARBOUR,Island Park II,Apartment,2 B/R,Ready,114.95,2600000,11-6751-2026
2026-02-12,DUBAI CREEK HARBOUR,Island Park I,Apartment,3 B/R,Ready,150.51,3750000,11-6755-2026
2026-02-13,DUBAI CREEK HARBOUR,CREEK CRESCENT,Apartment,3 B/R,Ready,146.62,3400000,11-6785-2026
2026-02-13,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,3 B/R,Ready,218.9,4400000,11-6877-2026
2026-02-13,DUBAI CREEK HARBOUR,The Cove,Apartment,1 B/R,Ready,76.75,2000000,11-6942-2026
2026-02-16,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,2 B/R,Ready,101.53,2670000,11-7068-2026
2026-02-16,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,113.87,4200000,11-7070-2026
2026-02-16,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,3 B/R,Ready,152.33,3530000,11-7079-2026
2026-02-16,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,1 B/R,Ready,59.66,1800000,11-7081-2026
2026-02-16,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,3 B/R,Ready,197.28,6126000,11-7100-2026
2026-02-16,DUBAI CREEK HARBOUR,Palace Residences - Dubai Creek Harbour,Apartment,2 B/R,Ready,102.61,3450000,11-7231-2026
2026-02-17,DUBAI CREEK HARBOUR,Creek Beach - Orchid,Apartment,1 B/R,Ready,62.46,1700000,11-7384-2026
2026-02-17,DUBAI CREEK HARBOUR,Creek Beach - Orchid,Apartment,1 B/R,Ready,104.81,1800000,11-7388-2026
2026-02-17,EMAAR SOUTH,Parkside 2,Villa,3 B/R,Ready,139.92,2500000,11-7392-2026
2026-02-17,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,1 B/R,Ready,67.75,1725000,11-7452-2026
2026-02-17,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,1 B/R,Ready,63.52,1590000,11-7455-2026
2026-02-17,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,3 B/R,Ready,158.61,4470000,11-7488-2026
2026-02-17,DUBAI CREEK HARBOUR,Island Park II,Apartment,2 B/R,Ready,101.69,2720000,11-7495-2026
2026-02-18,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,2 B/R,Ready,92.54,2350000,11-7555-2026
2026-02-18,DUBAI CREEK HARBOUR,The Grand,Apartment,3 B/R,Ready,170.94,6600000,11-7561-2026
2026-02-18,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,2 B/R,Ready,103.01,2650000,11-7566-2026
2026-02-18,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,121.93,4400000,11-7577-2026
2026-02-18,DUBAI CREEK HARBOUR,Creek Beach - Grove,Apartment,2 B/R,Ready,112.54,2750000,11-7608-2026
2026-02-18,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,119.13,3600000,11-7633-2026
2026-02-18,DUBAI CREEK HARBOUR,Creek Beach - Lotus,Apartment,2 B/R,Ready,95.84,2400000,11-7661-2026
2026-02-18,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,120.13,3300000,11-7670-2026
2026-02-19,EMAAR SOUTH,Greenview 3,Villa,4 B/R,Ready,251.48,3672000,11-7785-2026
2026-02-19,DUBAI CREEK HARBOUR,CREEKSIDE 18,Apartment,3 B/R,Ready,149.9,4700000,11-7807-2026
2026-02-19,DUBAI CREEK HARBOUR,CREEK EDGE,Apartment,1 B/R,Ready,67.34,1815000,11-7847-2026
2026-02-19,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,2 B/R,Ready,103.01,2400000,11-7854-2026
2026-02-19,DUBAI CREEK HARBOUR,17 ICON BAY,Apartment,1 B/R,Ready,71.08,1583050,11-7860-2026
2026-02-19,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,1 B/R,Ready,21.56,375000,11-7888-2026
2026-02-19,DUBAI CREEK HARBOUR,Creek Beach - Breeze,Apartment,2 B/R,Ready,97.11,2410000,11-7897-2026
2026-02-19,EMAAR SOUTH,Parkside,Villa,4 B/R,Ready,285.7,3200000,11-7940-2026
2026-02-19,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,2 B/R,Ready,104.16,2650000,11-7958-2026
2026-02-19,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,2 B/R,Ready,127.12,3500000,11-7959-2026
2026-02-20,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,2 B/R,Ready,104.33,3200000,11-8114-2026
2026-02-20,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,2 B/R,Ready,100.49,2500000,11-8153-2026
2026-02-20,DUBAI CREEK HARBOUR,Creek Palace,Apartment,2 B/R,Ready,102.56,3130000,11-8161-2026
2026-02-20,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,1 B/R,Ready,59.8,1800000,11-8194-2026
2026-02-20,DUBAI CREEK HARBOUR,The Cove,Apartment,2 B/R,Ready,113.03,3550000,11-8216-2026
2026-02-20,DUBAI CREEK HARBOUR,Creek Palace,Apartment,1 B/R,Ready,59.86,2015000,11-8231-2026
2026-02-23,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,1 B/R,Ready,76.88,1900000,11-8265-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Beach - Surf,Apartment,1 B/R,Ready,64.4,1660000,11-8394-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,1 B/R,Ready,63.03,1750000,11-8406-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Gate,Apartment,3 B/R,Ready,137.49,3200000,11-8423-2026
2026-02-23,EMAAR SOUTH,Parkside 2,Villa,3 B/R,Ready,137.76,2490000,11-8429-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Gate,Apartment,2 B/R,Ready,97.1,2700000,11-8439-2026
2026-02-23,DUBAI CREEK HARBOUR,17 ICON BAY,Apartment,1 B/R,Ready,71.06,1650000,11-8449-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Beach - VIDA Residences,Apartment,2 B/R,Ready,105.75,3200000,11-8462-2026
2026-02-23,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,1 B/R,Ready,81.7,2050000,11-8469-2026
2026-02-23,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,2 B/R,Ready,163.81,3850000,11-8472-2026
2026-02-23,EMAAR SOUTH,Parkside 2,Villa,4 B/R,Ready,287.16,3125000,11-8503-2026
2026-02-24,DUBAI CREEK HARBOUR,Island Park I,Apartment,3 B/R,Ready,153.08,4040000,11-8602-2026
2026-02-24,DUBAI CREEK HARBOUR,CREEKSIDE 18,Apartment,3 B/R,Ready,150.46,3795000,11-8603-2026
2026-02-24,DUBAI CREEK HARBOUR,The Grand,Apartment,2 B/R,Ready,123.03,3300000,11-8607-2026
2026-02-24,DUBAI CREEK HARBOUR,Creek Beach - Bayshore,Apartment,1 B/R,Ready,64.52,1730000,11-8670-2026
2026-02-24,DUBAI CREEK HARBOUR,HARBOUR VIEWS,Apartment,2 B/R,Ready,107.78,3650000,11-8677-2026
2026-02-24,DUBAI CREEK HARBOUR,Creek Palace,Apartment,3 B/R,Ready,154.57,4300000,11-8683-2026
2026-02-25,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,1 B/R,Ready,76.88,1800000,11-8692-2026
2026-02-25,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,3 B/R,Ready,154.83,3200000,11-8694-2026
2026-02-24,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,2 B/R,Ready,106.71,2550000,11-8695-2026
2026-02-25,DUBAI CREEK HARBOUR,Creek Beach - Grove,Apartment,2 B/R,Ready,48.84,900000,11-8737-2026
2026-02-25,DUBAI CREEK HARBOUR,CREEK EDGE,Apartment,2 B/R,Ready,100.96,3070000,11-8810-2026
2026-02-25,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,3 B/R,Ready,154.84,3200000,11-8843-2026
2026-02-25,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,3 B/R,Ready,196.56,6000000,11-8844-2026
2026-02-25,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,2 B/R,Ready,103.01,2400000,11-8845-2026
2026-02-25,DUBAI CREEK HARBOUR,The Grand,Apartment,1 B/R,Ready,74.07,2325000,11-8847-2026
2026-02-25,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,2 B/R,Ready,104.33,2590000,11-8882-2026
2026-02-25,DUBAI CREEK HARBOUR,The Grand,Apartment,1 B/R,Ready,73.5,2600000,11-8887-2026
2026-02-25,DUBAI CREEK HARBOUR,Creek Beach - Lotus,Apartment,1 B/R,Ready,68.14,1850000,11-8899-2026
2026-02-25,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,1 B/R,Ready,76.88,1800000,11-8912-2026
2026-02-26,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,3 B/R,Ready,134.48,3200000,11-8931-2026
2026-02-26,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,2 B/R,Ready,102.85,2400000,11-8932-2026
2026-02-26,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,1 B/R,Ready,76.81,1800000,11-8933-2026
2026-02-26,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,3 B/R,Ready,154.91,3200000,11-8988-2026
2026-02-26,DUBAI CREEK HARBOUR,The Grand,Apartment,1 B/R,Ready,74.71,2280000,11-8994-2026
2026-02-26,DUBAI CREEK HARBOUR,Creek Beach - Lotus,Apartment,1 B/R,Ready,62.4,1650000,11-9001-2026
2026-02-26,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,2 B/R,Ready,102.85,2400000,11-9013-2026
2026-02-26,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,1 B/R,Ready,76.88,1800000,11-9017-2026
2026-02-26,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,3 B/R,Ready,154.83,3200000,11-9019-2026
2026-02-26,DUBAI CREEK HARBOUR,Creek Beach - Grove,Apartment,2 B/R,Ready,98.89,2465000,11-9082-2026
2026-02-26,DUBAI CREEK HARBOUR,CREEKSIDE 18,Apartment,3 B/R,Ready,149.81,3650000,11-9084-2026
2026-02-26,EMAAR SOUTH,Greenview 3,Villa,4 B/R,Ready,390.71,3700000,11-9092-2026
2026-02-26,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,2 B/R,Ready,106.72,2850000,11-9099-2026
2026-02-26,EMAAR SOUTH,Greenview 3,Villa,4 B/R,Ready,231,3550000,11-9107-2026
2026-02-26,DUBAI CREEK HARBOUR,The Grand,Apartment,3 B/R,Ready,170.22,5900000,11-9117-2026
2026-02-26,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,3 B/R,Ready,134.47,3200000,11-9119-2026
2026-02-26,DUBAI CREEK HARBOUR,CREEK RISE,Apartment,1 B/R,Ready,72.5,1800000,11-9120-2026
2026-02-26,DUBAI CREEK HARBOUR,Creek Palace,Apartment,1 B/R,Ready,59.63,1875000,11-9139-2026
2026-02-26,DUBAI CREEK HARBOUR,Creek Gate,Apartment,2 B/R,Ready,97.1,2500000,11-9145-2026
2026-02-27,EMAAR SOUTH,URBANA II,Apartment,2 B/R,Ready,112.81,1575000,11-9160-2026
2026-02-27,DUBAI CREEK HARBOUR,THE DUBAI CREEK RESIDENCES,Apartment,2 B/R,Ready,127.11,3300000,11-9172-2026
2026-02-28,EMAAR SOUTH,Greenview 2,Villa,3 B/R,Ready,144.32,2475000,11-9248-2026
2026-02-27,DUBAI CREEK HARBOUR,Creek Beach - Summer,Apartment,1 B/R,Ready,62.07,1580000,11-9298-2026
2026-02-27,DUBAI CREEK HARBOUR,CREEK EDGE,Apartment,2 B/R,Ready,100.22,2975000,11-9316-2026
2026-02-27,DUBAI CREEK HARBOUR,Creek Palace,Apartment,2 B/R,Ready,102.56,3590000,11-9342-2026
2026-02-27,EMAAR SOUTH,Parkside 2,Villa,4 B/R,Ready,349.75,3300000,11-9353-2026
2026-02-27,DUBAI CREEK HARBOUR,CREEK CRESCENT,Apartment,2 B/R,Ready,97.87,3150000,11-9372-2026
2026-02-02,DUBAI CREEK HARBOUR,CREEKSIDE 18,Apartment,3 B/R,Ready,149.81,4788844,41-2149-2026
2026-02-03,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,1 B/R,Ready,62.51,1550000,41-2171-2026
2026-02-03,DUBAI CREEK HARBOUR,Harbour Gate,Apartment,2 B/R,Ready,106.93,2550000,41-2198-2026
2026-02-09,DUBAI CREEK HARBOUR,Creek Beach - Grove,Apartment,1 B/R,Ready,111.73,1700000,41-2536-2026
2026-02-09,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,1 B/R,Ready,64.23,1867888,41-2542-2026
2026-02-10,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,2 B/R,Ready,95.57,2350000,41-2582-2026
2026-02-11,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,1 B/R,Ready,66.54,1700888,41-2667-2026
2026-02-11,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,3 B/R,Ready,186.09,4600888,41-2669-2026
2026-02-16,DUBAI CREEK HARBOUR,Palace Residences - Dubai Creek Harbour,Apartment,1 B/R,Ready,65.23,2200000,41-2890-2026
2026-02-17,DUBAI CREEK HARBOUR,Creek Beach - Savanna-Cedar-Mangrove,Apartment,1 B/R,Ready,67.05,1710000,41-2973-2026
2026-02-19,DUBAI CREEK HARBOUR,Creek Beach - Rosewater,Apartment,1 B/R,Ready,66.54,1730000,41-3191-2026
2026-02-20,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,3 B/R,Ready,153.63,4850000,41-3271-2026
2026-02-20,EMAAR SOUTH,Greenview 2,Villa,3 B/R,Ready,144.32,2450000,41-3298-2026
2026-02-23,DUBAI CREEK HARBOUR,Palace Residences - North,Apartment,2 B/R,Ready,98.09,2950000,41-3426-2026
2026-02-23,DUBAI CREEK HARBOUR,Creek Beach - Grove,Apartment,3 B/R,Ready,174.28,4120000,41-3449-2026
2026-02-24,EMAAR SOUTH,Greenview,Villa,3 B/R,Ready,141.04,2250000,41-3499-2026
